preco,quartos,banheiros,area,endereco,vagas_garagem,condominio,fonte,tipo,transacao,regiao,preco_m2,data_coleta,id_unico,id_simulado,preco_numerico,area_numerica,quartos_numerico,banheiros_numerico,bairro,cidade,uf,preco_por_m2,area_por_quarto,razao_banheiro_quarto,categoria_preco,categoria_area
"R$ 703,141",4 quartos,4 banheiros,117 m²,"Cobertura em Águas Claras, Brasília - DF - 128",2 vagas,R$ 5012,Simulação Realística v2.0,cobertura,venda,Águas Claras,"R$ 6,009/m²",2025-09-27 14:13,Cobertura_Águas Claras_117_703141_127,SIM_0128,703141.0,117,4,4,Águas Claras,Brasília,DF,6009.752136752137,29.25,1.0,Alto,Amplo
"R$ 280,000",1 quartos,1 banheiros,60 m²,"Flat em Vicente Pires, Brasília - DF - 129",1 vagas,R$ 2142,Simulação Realística v2.0,flat,venda,Vicente Pires,"R$ 4,666/m²",2025-09-27 14:13,Flat_Vicente Pires_60_280000_128,SIM_0129,280000.0,60,1,1,Vicente Pires,Brasília,DF,4666.666666666667,60.0,1.0,Econômico,Compacto
"R$ 424,333",1 quartos,1 banheiros,66 m²,"Apartamento em Águas Claras, Brasília - DF - 130",1 vagas,R$ 3033,Simulação Realística v2.0,apartamento,venda,Águas Claras,"R$ 6,429/m²",2025-09-27 14:13,Apartamento_Águas Claras_66_424333_129,SIM_0130,424333.0,66,1,1,Águas Claras,Brasília,DF,6429.287878787879,66.0,1.0,Médio,Médio
"R$ 634,086",3 quartos,2 banheiros,100 m²,"Cobertura em Águas Claras, Brasília - DF - 131",0 vagas,R$ 5058,Simulação Realística v2.0,cobertura,venda,Águas Claras,"R$ 6,340/m²",2025-09-27 14:13,Cobertura_Águas Claras_100_634086_130,SIM_0131,634086.0,100,3,2,Águas Claras,Brasília,DF,6340.86,33.333333333333336,0.6666666666666666,Alto,Amplo
"R$ 306,609",3 quartos,2 banheiros,86 m²,"Cobertura em Ceilândia, Brasília - DF - 132",2 vagas,R$ 3265,Simulação Realística v2.0,cobertura,venda,Ceilândia,"R$ 3,565/m²",2025-09-27 14:13,Cobertura_Ceilândia_86_306609_131,SIM_0132,306609.0,86,3,2,Ceilândia,Brasília,DF,3565.220930232558,28.666666666666668,0.6666666666666666,Médio,Amplo
"R$ 864,274",4 quartos,4 banheiros,111 m²,"Apartamento em Asa Norte, Brasília - DF - 133",1 vagas,R$ 5713,Simulação Realística v2.0,apartamento,venda,Asa Norte,"R$ 7,786/m²",2025-09-27 14:13,Apartamento_Asa Norte_111_864274_132,SIM_0133,864274.0,111,4,4,Asa Norte,Brasília,DF,7786.252252252252,27.75,1.0,Premium,Amplo
"R$ 474,112",2 quartos,2 banheiros,81 m²,"Apartamento em Sudoeste, Brasília - DF - 134",3 vagas,R$ 6106,Simulação Realística v2.0,apartamento,venda,Sudoeste,"R$ 5,853/m²",2025-09-27 14:13,Apartamento_Sudoeste_81_474112_133,SIM_0134,474112.0,81,2,2,Sudoeste,Brasília,DF,5853.234567901234,40.5,1.0,Médio,Amplo
"R$ 500,000",4 quartos,4 banheiros,120 m²,"Apartamento em Taguatinga, Brasília - DF - 135",2 vagas,R$ 3945,Simulação Realística v2.0,apartamento,venda,Taguatinga,"R$ 4,166/m²",2025-09-27 14:13,Apartamento_Taguatinga_120_500000_134,SIM_0135,500000.0,120,4,4,Taguatinga,Brasília,DF,4166.666666666667,30.0,1.0,Médio,Amplo
"R$ 700,000",5 quartos,5 banheiros,151 m²,"Cobertura em Vicente Pires, Brasília - DF - 136",1 vagas,R$ 5601,Simulação Realística v2.0,cobertura,venda,Vicente Pires,"R$ 4,635/m²",2025-09-27 14:13,Cobertura_Vicente Pires_151_700000_135,SIM_0136,700000.0,151,5,5,Vicente Pires,Brasília,DF,4635.761589403974,30.2,1.0,Alto,Extra Grande
"R$ 411,577",4 quartos,3 banheiros,120 m²,"Apartamento em Taguatinga, Brasília - DF - 137",0 vagas,R$ 2953,Simulação Realística v2.0,apartamento,venda,Taguatinga,"R$ 3,429/m²",2025-09-27 14:13,Apartamento_Taguatinga_120_411577_136,SIM_0137,411577.0,120,4,3,Taguatinga,Brasília,DF,3429.8083333333334,30.0,0.75,Médio,Amplo
"R$ 477,777",3 quartos,3 banheiros,102 m²,"Apartamento em Sudoeste, Brasília - DF - 138",1 vagas,R$ 5942,Simulação Realística v2.0,apartamento,venda,Sudoeste,"R$ 4,684/m²",2025-09-27 14:13,Apartamento_Sudoeste_102_477777_137,SIM_0138,477777.0,102,3,3,Sudoeste,Brasília,DF,4684.088235294118,34.0,1.0,Médio,Amplo
"R$ 823,716",4 quartos,4 banheiros,124 m²,"Duplex em Asa Norte, Brasília - DF - 139",1 vagas,R$ 5988,Simulação Realística v2.0,duplex,venda,Asa Norte,"R$ 6,642/m²",2025-09-27 14:13,Duplex_Asa Norte_124_823716_138,SIM_0139,823716.0,124,4,4,Asa Norte,Brasília,DF,6642.870967741936,31.0,1.0,Premium,Extra Grande
"R$ 350,000",2 quartos,2 banheiros,61 m²,"Apartamento em Sudoeste, Brasília - DF - 140",1 vagas,R$ 2340,Simulação Realística v2.0,apartamento,venda,Sudoeste,"R$ 5,737/m²",2025-09-27 14:13,Apartamento_Sudoeste_61_350000_139,SIM_0140,350000.0,61,2,2,Sudoeste,Brasília,DF,5737.704918032787,30.5,1.0,Médio,Médio
"R$ 600,000",4 quartos,4 banheiros,130 m²,"Apartamento em Guará, Brasília - DF - 141",2 vagas,R$ 5163,Simulação Realística v2.0,apartamento,venda,Guará,"R$ 4,615/m²",2025-09-27 14:13,Apartamento_Guará_130_600000_140,SIM_0141,600000.0,130,4,4,Guará,Brasília,DF,4615.384615384615,32.5,1.0,Alto,Extra Grande
"R$ 670,086",3 quartos,3 banheiros,112 m²,"Apartamento em Vicente Pires, Brasília - DF - 142",2 vagas,R$ 5030,Simulação Realística v2.0,apartamento,venda,Vicente Pires,"R$ 5,982/m²",2025-09-27 14:13,Apartamento_Vicente Pires_112_670086_141,SIM_0142,670086.0,112,3,3,Vicente Pires,Brasília,DF,5982.910714285715,37.333333333333336,1.0,Alto,Amplo
"R$ 481,601",2 quartos,2 banheiros,89 m²,"Apartamento em Águas Claras, Brasília - DF - 143",2 vagas,R$ 4051,Simulação Realística v2.0,apartamento,venda,Águas Claras,"R$ 5,411/m²",2025-09-27 14:13,Apartamento_Águas Claras_89_481601_142,SIM_0143,481601.0,89,2,2,Águas Claras,Brasília,DF,5411.247191011236,44.5,1.0,Médio,Amplo
"R$ 350,000",3 quartos,3 banheiros,100 m²,"Apartamento em Ceilândia, Brasília - DF - 144",2 vagas,R$ 2964,Simulação Realística v2.0,apartamento,venda,Ceilândia,"R$ 3,500/m²",2025-09-27 14:13,Apartamento_Ceilândia_100_350000_143,SIM_0144,350000.0,100,3,3,Ceilândia,Brasília,DF,3500.0,33.333333333333336,1.0,Médio,Amplo
"R$ 400,000",1 quartos,1 banheiros,50 m²,"Apartamento em Asa Norte, Brasília - DF - 145",3 vagas,R$ 4605,Simulação Realística v2.0,apartamento,venda,Asa Norte,"R$ 8,000/m²",2025-09-27 14:13,Apartamento_Asa Norte_50_400000_144,SIM_0145,400000.0,50,1,1,Asa Norte,Brasília,DF,8000.0,50.0,1.0,Médio,Compacto
"R$ 870,499",3 quartos,3 banheiros,113 m²,"Apartamento em Asa Norte, Brasília - DF - 146",1 vagas,R$ 8960,Simulação Realística v2.0,apartamento,venda,Asa Norte,"R$ 7,703/m²",2025-09-27 14:13,Apartamento_Asa Norte_113_870499_145,SIM_0146,870499.0,113,3,3,Asa Norte,Brasília,DF,7703.530973451328,37.666666666666664,1.0,Premium,Amplo
"R$ 357,430",2 quartos,2 banheiros,71 m²,"Apartamento em Guará, Brasília - DF - 147",2 vagas,R$ 4095,Simulação Realística v2.0,apartamento,venda,Guará,"R$ 5,034/m²",2025-09-27 14:13,Apartamento_Guará_71_357430_146,SIM_0147,357430.0,71,2,2,Guará,Brasília,DF,5034.225352112676,35.5,1.0,Médio,Médio
"R$ 864,429",3 quartos,3 banheiros,101 m²,"Duplex em Sudoeste, Brasília - DF - 148",0 vagas,R$ 9663,Simulação Realística v2.0,duplex,venda,Sudoeste,"R$ 8,558/m²",2025-09-27 14:13,Duplex_Sudoeste_101_864429_147,SIM_0148,864429.0,101,3,3,Sudoeste,Brasília,DF,8558.70297029703,33.666666666666664,1.0,Premium,Amplo
"R$ 525,260",3 quartos,3 banheiros,88 m²,"Duplex em Guará, Brasília - DF - 149",1 vagas,R$ 4820,Simulação Realística v2.0,duplex,venda,Guará,"R$ 5,968/m²",2025-09-27 14:13,Duplex_Guará_88_525260_148,SIM_0149,525260.0,88,3,3,Guará,Brasília,DF,5968.863636363636,29.333333333333332,1.0,Alto,Amplo
"R$ 576,483",3 quartos,3 banheiros,102 m²,"Cobertura em Guará, Brasília - DF - 150",3 vagas,R$ 6842,Simulação Realística v2.0,cobertura,venda,Guará,"R$ 5,651/m²",2025-09-27 14:13,Cobertura_Guará_102_576483_149,SIM_0150,576483.0,102,3,3,Guará,Brasília,DF,5651.794117647059,34.0,1.0,Alto,Amplo
"R$ 659,323",3 quartos,3 banheiros,108 m²,"Apartamento em Águas Claras, Brasília - DF - 151",2 vagas,R$ 5311,Simulação Realística v2.0,apartamento,venda,Águas Claras,"R$ 6,104/m²",2025-09-27 14:13,Apartamento_Águas Claras_108_659323_150,SIM_0151,659323.0,108,3,3,Águas Claras,Brasília,DF,6104.842592592592,36.0,1.0,Alto,Amplo
"R$ 500,000",4 quartos,4 banheiros,115 m²,"Apartamento em Taguatinga, Brasília - DF - 152",0 vagas,R$ 5239,Simulação Realística v2.0,apartamento,venda,Taguatinga,"R$ 4,347/m²",2025-09-27 14:13,Apartamento_Taguatinga_115_500000_151,SIM_0152,500000.0,115,4,4,Taguatinga,Brasília,DF,4347.826086956522,28.75,1.0,Médio,Amplo
"R$ 718,798",3 quartos,3 banheiros,111 m²,"Flat em Asa Norte, Brasília - DF - 153",1 vagas,R$ 3629,Simulação Realística v2.0,flat,venda,Asa Norte,"R$ 6,475/m²",2025-09-27 14:13,Flat_Asa Norte_111_718798_152,SIM_0153,718798.0,111,3,3,Asa Norte,Brasília,DF,6475.657657657658,37.0,1.0,Alto,Amplo
"R$ 569,684",3 quartos,3 banheiros,115 m²,"Apartamento em Guará, Brasília - DF - 154",3 vagas,R$ 3985,Simulação Realística v2.0,apartamento,venda,Guará,"R$ 4,953/m²",2025-09-27 14:13,Apartamento_Guará_115_569684_153,SIM_0154,569684.0,115,3,3,Guará,Brasília,DF,4953.773913043478,38.333333333333336,1.0,Alto,Amplo
"R$ 167,858",2 quartos,2 banheiros,58 m²,"Flat em Ceilândia, Brasília - DF - 155",2 vagas,R$ 1870,Simulação Realística v2.0,flat,venda,Ceilândia,"R$ 2,894/m²",2025-09-27 14:13,Flat_Ceilândia_58_167858_154,SIM_0155,167858.0,58,2,2,Ceilândia,Brasília,DF,2894.103448275862,29.0,1.0,Econômico,Compacto
"R$ 403,089",2 quartos,2 banheiros,66 m²,"Flat em Sudoeste, Brasília - DF - 156",1 vagas,R$ 3232,Simulação Realística v2.0,flat,venda,Sudoeste,"R$ 6,107/m²",2025-09-27 14:13,Flat_Sudoeste_66_403089_155,SIM_0156,403089.0,66,2,2,Sudoeste,Brasília,DF,6107.409090909091,33.0,1.0,Médio,Médio
"R$ 400,693",2 quartos,2 banheiros,93 m²,"Apartamento em Guará, Brasília - DF - 157",1 vagas,R$ 2930,Simulação Realística v2.0,apartamento,venda,Guará,"R$ 4,308/m²",2025-09-27 14:13,Apartamento_Guará_93_400693_156,SIM_0157,400693.0,93,2,2,Guará,Brasília,DF,4308.5268817204305,46.5,1.0,Médio,Amplo
"R$ 200,000",1 quartos,1 banheiros,45 m²,"Flat em Taguatinga, Brasília - DF - 158",1 vagas,R$ 1911,Simulação Realística v2.0,flat,venda,Taguatinga,"R$ 4,444/m²",2025-09-27 14:13,Flat_Taguatinga_45_200000_157,SIM_0158,200000.0,45,1,1,Taguatinga,Brasília,DF,4444.444444444444,45.0,1.0,Econômico,Compacto
"R$ 340,304",2 quartos,1 banheiros,89 m²,"Apartamento em Ceilândia, Brasília - DF - 159",2 vagas,R$ 4577,Simulação Realística v2.0,apartamento,venda,Ceilândia,"R$ 3,823/m²",2025-09-27 14:13,Apartamento_Ceilândia_89_340304_158,SIM_0159,340304.0,89,2,1,Ceilândia,Brasília,DF,3823.6404494382023,44.5,0.5,Médio,Amplo
"R$ 730,364",4 quartos,3 banheiros,121 m²,"Apartamento em Águas Claras, Brasília - DF - 160",2 vagas,R$ 6540,Simulação Realística v2.0,apartamento,venda,Águas Claras,"R$ 6,036/m²",2025-09-27 14:13,Apartamento_Águas Claras_121_730364_159,SIM_0160,730364.0,121,4,3,Águas Claras,Brasília,DF,6036.06611570248,30.25,0.75,Alto,Extra Grande
"R$ 200,844",2 quartos,2 banheiros,54 m²,"Apartamento em Ceilândia, Brasília - DF - 161",3 vagas,R$ 2690,Simulação Realística v2.0,apartamento,venda,Ceilândia,"R$ 3,719/m²",2025-09-27 14:13,Apartamento_Ceilândia_54_200844_160,SIM_0161,200844.0,54,2,2,Ceilândia,Brasília,DF,3719.3333333333335,27.0,1.0,Econômico,Compacto
"R$ 499,383",3 quartos,3 banheiros,99 m²,"Apartamento em Sudoeste, Brasília - DF - 162",1 vagas,R$ 4431,Simulação Realística v2.0,apartamento,venda,Sudoeste,"R$ 5,044/m²",2025-09-27 14:13,Apartamento_Sudoeste_99_499383_161,SIM_0162,499383.0,99,3,3,Sudoeste,Brasília,DF,5044.272727272727,33.0,1.0,Médio,Amplo
"R$ 645,213",3 quartos,3 banheiros,112 m²,"Apartamento em Sudoeste, Brasília - DF - 163",2 vagas,R$ 4691,Simulação Realística v2.0,apartamento,venda,Sudoeste,"R$ 5,760/m²",2025-09-27 14:13,Apartamento_Sudoeste_112_645213_162,SIM_0163,645213.0,112,3,3,Sudoeste,Brasília,DF,5760.830357142857,37.333333333333336,1.0,Alto,Amplo
"R$ 306,269",1 quartos,1 banheiros,69 m²,"Apartamento em Águas Claras, Brasília - DF - 164",1 vagas,R$ 3057,Simulação Realística v2.0,apartamento,venda,Águas Claras,"R$ 4,438/m²",2025-09-27 14:13,Apartamento_Águas Claras_69_306269_163,SIM_0164,306269.0,69,1,1,Águas Claras,Brasília,DF,4438.68115942029,69.0,1.0,Médio,Médio
"R$ 467,305",2 quartos,2 banheiros,92 m²,"Apartamento em Águas Claras, Brasília - DF - 165",0 vagas,R$ 2791,Simulação Realística v2.0,apartamento,venda,Águas Claras,"R$ 5,079/m²",2025-09-27 14:13,Apartamento_Águas Claras_92_467305_164,SIM_0165,467305.0,92,2,2,Águas Claras,Brasília,DF,5079.402173913043,46.0,1.0,Médio,Amplo
"R$ 344,267",2 quartos,2 banheiros,76 m²,"Apartamento em Guará, Brasília - DF - 166",2 vagas,R$ 2876,Simulação Realística v2.0,apartamento,venda,Guará,"R$ 4,529/m²",2025-09-27 14:13,Apartamento_Guará_76_344267_165,SIM_0166,344267.0,76,2,2,Guará,Brasília,DF,4529.828947368421,38.0,1.0,Médio,Médio
"R$ 600,000",4 quartos,3 banheiros,130 m²,"Duplex em Guará, Brasília - DF - 167",1 vagas,R$ 6423,Simulação Realística v2.0,duplex,venda,Guará,"R$ 4,615/m²",2025-09-27 14:13,Duplex_Guará_130_600000_166,SIM_0167,600000.0,130,4,3,Guará,Brasília,DF,4615.384615384615,32.5,0.75,Alto,Extra Grande
"R$ 250,000",1 quartos,1 banheiros,51 m²,"Flat em Guará, Brasília - DF - 168",0 vagas,R$ 2834,Simulação Realística v2.0,flat,venda,Guará,"R$ 4,901/m²",2025-09-27 14:13,Flat_Guará_51_250000_167,SIM_0168,250000.0,51,1,1,Guará,Brasília,DF,4901.9607843137255,51.0,1.0,Econômico,Compacto
"R$ 446,385",3 quartos,3 banheiros,112 m²,"Cobertura em Taguatinga, Brasília - DF - 169",2 vagas,R$ 4241,Simulação Realística v2.0,cobertura,venda,Taguatinga,"R$ 3,985/m²",2025-09-27 14:13,Cobertura_Taguatinga_112_446385_168,SIM_0169,446385.0,112,3,3,Taguatinga,Brasília,DF,3985.5803571428573,37.333333333333336,1.0,Médio,Amplo
"R$ 477,214",2 quartos,2 banheiros,82 m²,"Apartamento em Águas Claras, Brasília - DF - 170",1 vagas,R$ 7071,Simulação Realística v2.0,apartamento,venda,Águas Claras,"R$ 5,819/m²",2025-09-27 14:13,Apartamento_Águas Claras_82_477214_169,SIM_0170,477214.0,82,2,2,Águas Claras,Brasília,DF,5819.682926829269,41.0,1.0,Médio,Amplo
"R$ 687,749",2 quartos,2 banheiros,90 m²,"Flat em Asa Sul, Brasília - DF - 171",2 vagas,R$ 8466,Simulação Realística v2.0,flat,venda,Asa Sul,"R$ 7,641/m²",2025-09-27 14:13,Flat_Asa Sul_90_687749_170,SIM_0171,687749.0,90,2,2,Asa Sul,Brasília,DF,7641.655555555555,45.0,1.0,Alto,Amplo
"R$ 450,000",1 quartos,1 banheiros,50 m²,"Studio em Asa Sul, Brasília - DF - 172",1 vagas,R$ 3941,Simulação Realística v2.0,studio,venda,Asa Sul,"R$ 9,000/m²",2025-09-27 14:13,Studio_Asa Sul_50_450000_171,SIM_0172,450000.0,50,1,1,Asa Sul,Brasília,DF,9000.0,50.0,1.0,Médio,Compacto
"R$ 347,177",2 quartos,2 banheiros,73 m²,"Apartamento em Taguatinga, Brasília - DF - 173",0 vagas,R$ 2663,Simulação Realística v2.0,apartamento,venda,Taguatinga,"R$ 4,755/m²",2025-09-27 14:13,Apartamento_Taguatinga_73_347177_172,SIM_0173,347177.0,73,2,2,Taguatinga,Brasília,DF,4755.8493150684935,36.5,1.0,Médio,Médio
"R$ 543,997",2 quartos,1 banheiros,96 m²,"Flat em Águas Claras, Brasília - DF - 174",3 vagas,R$ 7384,Simulação Realística v2.0,flat,venda,Águas Claras,"R$ 5,666/m²",2025-09-27 14:13,Flat_Águas Claras_96_543997_173,SIM_0174,543997.0,96,2,1,Águas Claras,Brasília,DF,5666.635416666667,48.0,0.5,Alto,Amplo
"R$ 518,285",2 quartos,2 banheiros,93 m²,"Apartamento em Águas Claras, Brasília - DF - 175",2 vagas,R$ 5644,Simulação Realística v2.0,apartamento,venda,Águas Claras,"R$ 5,572/m²",2025-09-27 14:13,Apartamento_Águas Claras_93_518285_174,SIM_0175,518285.0,93,2,2,Águas Claras,Brasília,DF,5572.956989247312,46.5,1.0,Alto,Amplo
"R$ 314,191",3 quartos,3 banheiros,100 m²,"Apartamento em Ceilândia, Brasília - DF - 176",1 vagas,R$ 1702,Simulação Realística v2.0,apartamento,venda,Ceilândia,"R$ 3,141/m²",2025-09-27 14:13,Apartamento_Ceilândia_100_314191_175,SIM_0176,314191.0,100,3,3,Ceilândia,Brasília,DF,3141.91,33.333333333333336,1.0,Médio,Amplo
"R$ 397,783",2 quartos,2 banheiros,74 m²,"Apartamento em Águas Claras, Brasília - DF - 177",1 vagas,R$ 4005,Simulação Realística v2.0,apartamento,venda,Águas Claras,"R$ 5,375/m²",2025-09-27 14:13,Apartamento_Águas Claras_74_397783_176,SIM_0177,397783.0,74,2,2,Águas Claras,Brasília,DF,5375.445945945946,37.0,1.0,Médio,Médio
"R$ 462,017",3 quartos,2 banheiros,99 m²,"Apartamento em Vicente Pires, Brasília - DF - 178",1 vagas,R$ 4378,Simulação Realística v2.0,apartamento,venda,Vicente Pires,"R$ 4,666/m²",2025-09-27 14:13,Apartamento_Vicente Pires_99_462017_177,SIM_0178,462017.0,99,3,2,Vicente Pires,Brasília,DF,4666.838383838384,33.0,0.6666666666666666,Médio,Amplo
"R$ 385,058",2 quartos,2 banheiros,62 m²,"Apartamento em Águas Claras, Brasília - DF - 179",2 vagas,R$ 4202,Simulação Realística v2.0,apartamento,venda,Águas Claras,"R$ 6,210/m²",2025-09-27 14:13,Apartamento_Águas Claras_62_385058_178,SIM_0179,385058.0,62,2,2,Águas Claras,Brasília,DF,6210.612903225807,31.0,1.0,Médio,Médio
"R$ 290,353",1 quartos,1 banheiros,66 m²,"Studio em Vicente Pires, Brasília - DF - 180",2 vagas,R$ 2389,Simulação Realística v2.0,studio,venda,Vicente Pires,"R$ 4,399/m²",2025-09-27 14:13,Studio_Vicente Pires_66_290353_179,SIM_0180,290353.0,66,1,1,Vicente Pires,Brasília,DF,4399.287878787879,66.0,1.0,Econômico,Médio
"R$ 249,131",2 quartos,2 banheiros,65 m²,"Apartamento em Ceilândia, Brasília - DF - 181",3 vagas,R$ 2129,Simulação Realística v2.0,apartamento,venda,Ceilândia,"R$ 3,832/m²",2025-09-27 14:13,Apartamento_Ceilândia_65_249131_180,SIM_0181,249131.0,65,2,2,Ceilândia,Brasília,DF,3832.7846153846153,32.5,1.0,Econômico,Médio
"R$ 400,282",1 quartos,1 banheiros,55 m²,"Flat em Asa Norte, Brasília - DF - 182",2 vagas,R$ 2068,Simulação Realística v2.0,flat,venda,Asa Norte,"R$ 7,277/m²",2025-09-27 14:13,Flat_Asa Norte_55_400282_181,SIM_0182,400282.0,55,1,1,Asa Norte,Brasília,DF,7277.854545454546,55.0,1.0,Médio,Compacto
"R$ 420,961",3 quartos,2 banheiros,110 m²,"Apartamento em Taguatinga, Brasília - DF - 183",1 vagas,R$ 5507,Simulação Realística v2.0,apartamento,venda,Taguatinga,"R$ 3,826/m²",2025-09-27 14:13,Apartamento_Taguatinga_110_420961_182,SIM_0183,420961.0,110,3,2,Taguatinga,Brasília,DF,3826.918181818182,36.666666666666664,0.6666666666666666,Médio,Amplo
"R$ 293,962",1 quartos,1 banheiros,76 m²,"Apartamento em Vicente Pires, Brasília - DF - 184",1 vagas,R$ 3428,Simulação Realística v2.0,apartamento,venda,Vicente Pires,"R$ 3,867/m²",2025-09-27 14:13,Apartamento_Vicente Pires_76_293962_183,SIM_0184,293962.0,76,1,1,Vicente Pires,Brasília,DF,3867.9210526315787,76.0,1.0,Econômico,Médio
"R$ 394,300",2 quartos,2 banheiros,90 m²,"Apartamento em Águas Claras, Brasília - DF - 185",3 vagas,R$ 5162,Simulação Realística v2.0,apartamento,venda,Águas Claras,"R$ 4,381/m²",2025-09-27 14:13,Apartamento_Águas Claras_90_394300_184,SIM_0185,394300.0,90,2,2,Águas Claras,Brasília,DF,4381.111111111111,45.0,1.0,Médio,Amplo
"R$ 250,000",2 quartos,1 banheiros,71 m²,"Flat em Guará, Brasília - DF - 186",1 vagas,R$ 2812,Simulação Realística v2.0,flat,venda,Guará,"R$ 3,521/m²",2025-09-27 14:13,Flat_Guará_71_250000_185,SIM_0186,250000.0,71,2,1,Guará,Brasília,DF,3521.1267605633802,35.5,0.5,Econômico,Médio
"R$ 421,551",3 quartos,3 banheiros,91 m²,"Cobertura em Taguatinga, Brasília - DF - 187",2 vagas,R$ 5639,Simulação Realística v2.0,cobertura,venda,Taguatinga,"R$ 4,632/m²",2025-09-27 14:13,Cobertura_Taguatinga_91_421551_186,SIM_0187,421551.0,91,3,3,Taguatinga,Brasília,DF,4632.428571428572,30.333333333333332,1.0,Médio,Amplo
"R$ 401,800",2 quartos,2 banheiros,84 m²,"Apartamento em Águas Claras, Brasília - DF - 188",3 vagas,R$ 2390,Simulação Realística v2.0,apartamento,venda,Águas Claras,"R$ 4,783/m²",2025-09-27 14:13,Apartamento_Águas Claras_84_401800_187,SIM_0188,401800.0,84,2,2,Águas Claras,Brasília,DF,4783.333333333333,42.0,1.0,Médio,Amplo
"R$ 560,257",3 quartos,3 banheiros,108 m²,"Apartamento em Águas Claras, Brasília - DF - 189",2 vagas,R$ 5076,Simulação Realística v2.0,apartamento,venda,Águas Claras,"R$ 5,187/m²",2025-09-27 14:13,Apartamento_Águas Claras_108_560257_188,SIM_0189,560257.0,108,3,3,Águas Claras,Brasília,DF,5187.564814814815,36.0,1.0,Alto,Amplo
"R$ 644,374",2 quartos,2 banheiros,89 m²,"Cobertura em Vicente Pires, Brasília - DF - 190",2 vagas,R$ 3553,Simulação Realística v2.0,cobertura,venda,Vicente Pires,"R$ 7,240/m²",2025-09-27 14:13,Cobertura_Vicente Pires_89_644374_189,SIM_0190,644374.0,89,2,2,Vicente Pires,Brasília,DF,7240.157303370786,44.5,1.0,Alto,Amplo
"R$ 351,719",2 quartos,2 banheiros,88 m²,"Flat em Guará, Brasília - DF - 191",2 vagas,R$ 3816,Simulação Realística v2.0,flat,venda,Guará,"R$ 3,996/m²",2025-09-27 14:13,Flat_Guará_88_351719_190,SIM_0191,351719.0,88,2,2,Guará,Brasília,DF,3996.806818181818,44.0,1.0,Médio,Amplo
"R$ 389,546",2 quartos,2 banheiros,83 m²,"Flat em Águas Claras, Brasília - DF - 192",3 vagas,R$ 4042,Simulação Realística v2.0,flat,venda,Águas Claras,"R$ 4,693/m²",2025-09-27 14:13,Flat_Águas Claras_83_389546_191,SIM_0192,389546.0,83,2,2,Águas Claras,Brasília,DF,4693.325301204819,41.5,1.0,Médio,Amplo
"R$ 405,807",2 quartos,1 banheiros,94 m²,"Apartamento em Águas Claras, Brasília - DF - 193",1 vagas,R$ 4757,Simulação Realística v2.0,apartamento,venda,Águas Claras,"R$ 4,317/m²",2025-09-27 14:13,Apartamento_Águas Claras_94_405807_192,SIM_0193,405807.0,94,2,1,Águas Claras,Brasília,DF,4317.095744680851,47.0,0.5,Médio,Amplo
"R$ 335,648",2 quartos,2 banheiros,96 m²,"Flat em Vicente Pires, Brasília - DF - 194",1 vagas,R$ 3992,Simulação Realística v2.0,flat,venda,Vicente Pires,"R$ 3,496/m²",2025-09-27 14:13,Flat_Vicente Pires_96_335648_193,SIM_0194,335648.0,96,2,2,Vicente Pires,Brasília,DF,3496.3333333333335,48.0,1.0,Médio,Amplo
"R$ 261,272",2 quartos,2 banheiros,70 m²,"Apartamento em Taguatinga, Brasília - DF - 195",2 vagas,R$ 1849,Simulação Realística v2.0,apartamento,venda,Taguatinga,"R$ 3,732/m²",2025-09-27 14:13,Apartamento_Taguatinga_70_261272_194,SIM_0195,261272.0,70,2,2,Taguatinga,Brasília,DF,3732.457142857143,35.0,1.0,Econômico,Médio
"R$ 341,590",1 quartos,1 banheiros,54 m²,"Apartamento em Águas Claras, Brasília - DF - 196",2 vagas,R$ 2142,Simulação Realística v2.0,apartamento,venda,Águas Claras,"R$ 6,325/m²",2025-09-27 14:13,Apartamento_Águas Claras_54_341590_195,SIM_0196,341590.0,54,1,1,Águas Claras,Brasília,DF,6325.740740740741,54.0,1.0,Médio,Compacto
"R$ 350,000",4 quartos,4 banheiros,100 m²,"Apartamento em Ceilândia, Brasília - DF - 197",1 vagas,R$ 2335,Simulação Realística v2.0,apartamento,venda,Ceilândia,"R$ 3,500/m²",2025-09-27 14:13,Apartamento_Ceilândia_100_350000_196,SIM_0197,350000.0,100,4,4,Ceilândia,Brasília,DF,3500.0,25.0,1.0,Médio,Amplo
"R$ 700,000",3 quartos,2 banheiros,103 m²,"Cobertura em Vicente Pires, Brasília - DF - 198",1 vagas,R$ 3518,Simulação Realística v2.0,cobertura,venda,Vicente Pires,"R$ 6,796/m²",2025-09-27 14:13,Cobertura_Vicente Pires_103_700000_197,SIM_0198,700000.0,103,3,2,Vicente Pires,Brasília,DF,6796.116504854369,34.333333333333336,0.6666666666666666,Alto,Amplo
"R$ 350,000",2 quartos,2 banheiros,55 m²,"Apartamento em Sudoeste, Brasília - DF - 199",2 vagas,R$ 3872,Simulação Realística v2.0,apartamento,venda,Sudoeste,"R$ 6,363/m²",2025-09-27 14:13,Apartamento_Sudoeste_55_350000_198,SIM_0199,350000.0,55,2,2,Sudoeste,Brasília,DF,6363.636363636364,27.5,1.0,Médio,Compacto
